cellType 	 gene 	 date 	 dataNum 	 objNum 	volume 	 area 	 totalGAPDH 	 cytoGAPDH 	 nucGAPDH 	nucArea 	 nucIntensityTotal 	 nucIntensityAvg 	numCyclin 	 totalRNA 	 cytoRNA 	 nucRNA 	numTxnSites 	 avgIntron 	 avgExon 	 numRnaPerTxnSiteAvgExon 
A549	SUPT5H	120703	10	1	3014.958701	2971.656250	3535	3259	276	222.921875	3698501.000000	259.234667	7	196	145	51	2	408.005532	567.911637	0.918053
A549	SUPT5H	120703	10	2	1785.008852	1234.734375	2672	2202	470	183.125000	4594778.000000	392.045904	74	88	59	29	1	401.012345	546.355098	0.712060
A549	SUPT5H	120703	10	3	1846.871026	1447.343750	2461	2210	251	197.671875	4195255.000000	331.614497	74	117	80	37	2	224.581473	401.566163	0.669965
A549	TBCB	120703	1	1	1672.917992	785.468750	2307	1895	412	152.531250	4657916.000000	477.147716	72	178	140	38	0	0.000000	0.000000	0.000000
A549	TBCB	120703	1	2	1147.704424	521.250000	1895	1407	488	150.296875	3142467.000000	326.693731	45	191	150	41	0	0.000000	0.000000	0.000000
A549	TBCB	120703	1	3	2608.386102	1766.406250	2702	2564	138	222.343750	3467634.000000	243.684751	72	189	169	20	0	0.000000	0.000000	0.000000
A549	TBCB	120703	1	4	3118.560747	1545.296875	3022	2812	210	210.468750	7268539.000000	539.609428	156	272	243	29	0	0.000000	0.000000	0.000000
A549	TBCB	120703	1	5	2720.186337	831.406250	3414	2779	635	176.265625	10028041.000000	888.931921	155	260	222	38	0	0.000000	0.000000	0.000000
A549	TBCB	120703	2	1	2887.549211	1814.593750	2376	2204	172	227.859375	2652219.000000	181.870603	7	250	227	23	0	0.000000	0.000000	0.000000
A549	TBCB	120703	2	2	4024.292350	2437.578125	6736	6139	597	308.015625	10954441.000000	555.696292	165	414	372	42	0	0.000000	0.000000	0.000000
A549	TBCB	120703	2	3	6227.705453	2135.812500	6976	6360	616	315.218750	13663608.000000	677.287994	127	413	380	33	0	0.000000	0.000000	0.000000
A549	TBCB	120703	3	1	6738.700992	1792.906250	3715	3405	310	225.531250	2812302.000000	194.838714	24	283	246	37	0	0.000000	0.000000	0.000000
A549	TBCB	120703	3	2	1521.035192	1179.531250	2112	1925	187	183.968750	6613789.000000	561.728300	57	129	114	15	2	332.559588	624.127962	0.985657
A549	TBCB	120703	3	3	1098.497188	963.109375	1583	1410	173	197.750000	3860276.000000	305.015487	40	150	124	26	0	0.000000	0.000000	0.000000
A549	TBCB	120703	3	4	1763.994186	1215.796875	2617	2300	317	181.984375	4917256.000000	422.190779	28	204	179	25	0	0.000000	0.000000	0.000000
A549	TBCB	120703	4	1	2773.897887	3664.156250	3089	2785	304	200.843750	3226179.000000	250.986386	3	334	297	37	0	0.000000	0.000000	0.000000
A549	TBCB	120703	4	2	2319.184273	2744.000000	3689	3354	335	297.531250	10545580.000000	553.806323	2	267	241	26	1	431.501893	784.858102	1.385240
A549	TBCB	120703	5	1	1917.925779	1166.484375	1999	1689	310	152.421875	2759688.000000	282.899846	89	154	120	34	0	0.000000	0.000000	0.000000
A549	TBCB	120703	5	2	1289.333744	991.921875	1454	1169	285	153.265625	2993021.000000	305.130085	43	123	89	34	2	247.522391	404.951368	1.083457
A549	TBCB	120703	5	3	2283.147477	1074.937500	2833	2561	272	145.359375	4692919.000000	504.452220	37	172	152	20	0	0.000000	0.000000	0.000000
A549	TBCB	120703	6	1	1712.235185	906.828125	1967	1834	133	190.875000	3758194.000000	307.645219	21	133	123	10	0	0.000000	0.000000	0.000000
A549	TBCB	120703	6	2	1833.586643	1251.953125	2946	2453	493	167.531250	4559131.000000	425.212740	7	246	202	44	0	0.000000	0.000000	0.000000
A549	TBCB	120703	6	3	1998.749872	1154.828125	2484	2074	410	199.796875	6057434.000000	473.718151	101	194	161	33	0	0.000000	0.000000	0.000000
A549	TBCB	120703	6	4	1527.142259	760.546875	1866	1706	160	157.031250	3658057.000000	363.985771	14	169	158	11	0	0.000000	0.000000	0.000000
A549	TBCB	120703	7	2	1733.139604	909.078125	1504	1306	198	204.562500	3870607.000000	295.646731	25	117	104	13	0	0.000000	0.000000	0.000000
A549	TBCB	120703	8	1	1392.354291	1715.937500	2711	1959	752	191.781250	5854952.000000	477.020694	169	275	190	85	0	0.000000	0.000000	0.000000
A549	TBCB	120703	8	2	2267.691436	1793.453125	3966	3618	348	219.968750	10418348.000000	740.044609	259	308	270	38	0	0.000000	0.000000	0.000000
A549	TBCB	120703	9	1	939.028854	436.015625	1759	1289	470	130.218750	2757442.000000	330.866571	5	193	153	40	0	0.000000	0.000000	0.000000
A549	TBCB	120703	9	2	2181.836631	1796.937500	3755	3082	673	178.140625	7975039.000000	699.503465	162	324	277	47	1	248.474666	320.951979	0.622678
A549	TBCB	120703	9	3	977.807086	521.921875	1830	1476	354	135.312500	3390502.000000	391.512933	3	216	165	51	1	200.469849	416.090121	0.942079
A549	TBCB	120703	9	4	1361.891374	1114.125000	2948	2305	643	190.968750	8435540.000000	690.193094	161	257	202	55	1	240.068355	383.190900	0.729646
A549	TBCB	120703	10	1	2594.628608	1313.562500	2913	2585	328	215.656250	5671789.000000	410.939646	97	201	171	30	0	0.000000	0.000000	0.000000
A549	TBCB	120703	10	2	1226.924730	751.312500	1597	1327	270	156.187500	4005037.000000	400.663966	13	164	143	21	0	0.000000	0.000000	0.000000
A549	TBCB	120703	10	3	707.957936	581.703125	1226	1001	225	160.359375	4613306.000000	449.508526	7	171	135	36	2	220.955624	480.032320	0.789925
A549	TBCB	120703	10	4	2364.518344	1159.203125	2546	2291	255	196.390625	5382422.000000	428.229931	68	191	163	28	1	307.102590	417.287798	0.736379
A549	ZNF444	120703	1	1	1106.240156	780.140625	1890	1620	270	178.875000	2540170.000000	221.887666	27	20	12	8	0	0.000000	0.000000	0.000000
A549	ZNF444	120703	1	2	2012.326897	1302.671875	2810	2561	249	194.406250	4319643.000000	347.182366	29	29	24	5	0	0.000000	0.000000	0.000000
A549	ZNF444	120703	1	3	1539.061692	1080.250000	2385	2216	169	178.343750	8649992.000000	757.840547	127	22	17	5	3	326.631971	438.604966	0.778892
